,alpha_power_1,alpha_power_2,alpha_power_3,alpha_power_4,alpha_power_5,alpha_power_6,alpha_power_7,alpha_power_8,beta_power_1,beta_power_2,beta_power_3,beta_power_4,beta_power_5,beta_power_6,beta_power_7,beta_power_8,gamma_power_1,gamma_power_2,gamma_power_3,gamma_power_4,gamma_power_5,gamma_power_6,gamma_power_7,gamma_power_8,theta_power_1,theta_power_2,theta_power_3,theta_power_4,theta_power_5,theta_power_6,theta_power_7,theta_power_8,label
64,0.00416724,0.00411271,0.003770011,0.002967418,0.005060801,0.00563743,0.004882035,0.007108858,0.011799299,0.008967207,0.009461614,0.006371867,0.015949586,0.011217901,0.005372166,0.034632962,0.024774145,0.019317444,0.022020467,0.014412408,0.039102102,0.021375688,0.016483913,0.079117535,0.008513884,0.007257221,0.005200557,0.003817335,0.005650747,0.005964639,0.02126242,0.010753417,pain
65,0.032181136,0.034299659,0.036114018,0.032552043,0.042388675,0.075443267,0.007468838,0.024834233,0.090244286,0.076194771,0.104355446,0.05677152,0.156460818,0.127941103,0.006967168,0.109162225,0.12290802,0.135044272,0.168885311,0.081515768,0.332061293,0.156883987,0.016347474,0.180392168,0.04418573,0.053559427,0.038307397,0.045643574,0.048053127,0.070744167,0.028595716,0.030974428,pain
66,0.041015989,0.047316989,0.049729038,0.064559966,0.062215625,0.120738512,0.008146442,0.025736652,0.137748754,0.086601446,0.140747017,0.101522957,0.185248373,0.156140165,0.006996946,0.155130417,0.41529827,0.083499226,0.418621507,0.12181033,0.322892685,0.13931397,0.010857598,0.219589442,0.03675709,0.068874963,0.038728191,0.066985609,0.040868775,0.074511862,0.027717143,0.034286192,pain
67,0.003895336,0.003990352,0.003507815,0.004774847,0.003155616,0.00425921,0.009053184,0.004818037,0.006508305,0.005957604,0.006147165,0.006462097,0.008339262,0.006189172,0.010513574,0.016484404,0.013448228,0.011202475,0.013198647,0.011401714,0.02079246,0.011430414,0.026438934,0.040905971,0.011435209,0.011572326,0.009279657,0.011995258,0.007616973,0.010954792,0.031267947,0.008895077,pain
68,0.006023,0.005740288,0.005221009,0.004993271,0.00560786,0.004861238,0.016499853,0.007341127,0.009291756,0.007987648,0.008314043,0.006952705,0.010396302,0.007071205,0.019078376,0.027328585,0.013338815,0.010921754,0.012086439,0.008415228,0.020230473,0.010535176,0.035739263,0.059100064,0.016629911,0.015696423,0.017650312,0.020151823,0.016545815,0.014879917,0.071335329,0.016950302,pain
69,0.018464263,0.007031768,0.006668144,0.01569549,0.006485467,0.011669154,0.017560984,0.009958643,0.027819891,0.054874735,0.028395247,0.018863385,0.052256882,0.054407547,0.025708951,0.018375734,0.040055596,0.152894316,0.116983062,0.096205386,0.153429966,0.141113339,0.070498275,0.10245395,0.020861727,0.073536088,0.046501046,0.021171894,0.070478193,0.078349758,0.052296832,0.036828188,pain
70,0.057970939,0.067867811,0.090883483,0.079354995,0.08135733,0.077242241,0.035100275,0.076330264,0.021248429,0.023521452,0.036767235,0.040708435,0.047617968,0.040054947,0.038540873,0.018157895,0.080399065,0.120189233,0.165115749,0.149385253,0.160711766,0.146347431,0.072609781,0.223731742,0.322877222,0.309488105,0.300391547,0.350455112,0.25473122,0.327676059,0.315079553,0.240178509,pain
71,0.031826297,0.122785104,0.329689212,0.166864517,0.327609071,0.314325116,0.313424043,0.131084132,0.058310696,0.026788571,0.046712513,0.061704366,0.068063217,0.060794648,0.048084549,0.03384966,0.057441948,0.033167024,0.056980749,0.087069472,0.124761228,0.065189787,0.049245527,0.117579082,0.032602675,0.03056266,0.047930044,0.050483634,0.031618265,0.05094262,0.058749946,0.032998956,pain
72,0.033810128,0.027468761,0.453775202,0.163070485,0.31851556,0.391821846,0.373733387,0.103429955,0.065380591,0.00685375,0.071199274,0.055800475,0.060024652,0.104651059,0.06337824,0.036959953,0.061956271,0.005833388,0.044748333,0.049385097,0.065785473,0.05414142,0.038389957,0.110147689,0.033998663,0.007293792,0.072162953,0.045224551,0.034629472,0.057938822,0.065989408,0.030172544,pain
73,0.076977228,0.025782964,0.368813148,0.148875707,0.228918452,0.341680282,0.285783934,0.103608136,0.148586835,0.007237063,0.058401805,0.05591951,0.046053413,0.084055401,0.055797203,0.04914887,0.139742525,0.007287943,0.045830891,0.058854433,0.061071127,0.057737615,0.043615489,0.1530595,0.073904276,0.00875408,0.058148205,0.046051441,0.026576714,0.058651276,0.063331406,0.035335552,pain
74,0.042151211,0.001009301,0.067592247,0.056232053,0.028989887,0.336665817,0.147143797,0.021040272,0.072046535,0.000366522,0.013663946,0.024748664,0.007124949,0.101984867,0.035475084,0.012596804,0.072765349,0.000401224,0.010579175,0.024816078,0.008588351,0.062163688,0.023930771,0.037765028,0.048483296,0.000288578,0.010736839,0.016665956,0.003873922,0.057985486,0.033167155,0.009713602,pain
75,0.032696716,0.000522648,0.035018402,0.005964961,0.027438081,0.248117575,0.04871403,0.005572782,0.06724699,0.000215642,0.008312138,0.002854437,0.007542037,0.071261486,0.012970956,0.003451352,0.065703694,0.000261838,0.008680058,0.003442764,0.010798119,0.057891189,0.012688257,0.010047673,0.035100849,0.000227618,0.007428489,0.002349644,0.004323908,0.045899981,0.012695877,0.004058481,pain
76,0.029157001,0.001219613,0.069070922,0.002326267,0.029058386,0.24446405,0.034543284,0.025628051,0.054307689,0.000479342,0.016134434,0.001272971,0.008254926,0.078922363,0.010221462,0.02018664,0.051417219,0.000488131,0.014157618,0.001407366,0.00991043,0.057483613,0.008082676,0.051075176,0.0331391,0.000352014,0.012186376,0.000907254,0.003861393,0.044976329,0.009505356,0.010687176,pain
77,0.031365141,0.001772116,0.097451397,0.004186409,0.038430328,0.192334627,0.058176357,0.020196368,0.065975213,0.000857297,0.028653858,0.002238294,0.015809875,0.067548328,0.021661522,0.020256414,0.065773068,0.000946322,0.024941525,0.002389849,0.023194625,0.053683609,0.01654115,0.050239438,0.040212984,0.001043933,0.026606934,0.001822773,0.0081321,0.045324484,0.019040741,0.011787058,pain
78,0.057541414,0.002651622,0.131684131,0.010150138,0.056933541,0.195887575,0.061374399,0.005921265,0.109132363,0.001539599,0.04082609,0.006093703,0.020663262,0.073180216,0.025404262,0.006344833,0.102414407,0.001855066,0.038399847,0.008220287,0.033068969,0.073267338,0.023097448,0.016669687,0.060576539,0.00147949,0.042818846,0.005443716,0.00948317,0.070255111,0.031077897,0.005652805,pain
79,0.082358514,0.007692711,0.283205391,0.152940106,0.167206796,0.283051997,0.191923754,0.063003393,0.153543809,0.005324786,0.091506548,0.07568552,0.08020329,0.115340599,0.077425949,0.077595993,0.147064533,0.005476541,0.068644671,0.081077891,0.096036848,0.073848109,0.052522302,0.193014881,0.081444449,0.003541346,0.066457454,0.053742275,0.036202449,0.062207097,0.062288574,0.030918095,pain
80,0.015076664,0.00285182,0.151016367,0.011298223,0.135931084,0.184403939,0.05729552,0.061839939,0.029384897,0.002398803,0.058947794,0.006010046,0.05567409,0.059958931,0.022431384,0.076285614,0.02767113,0.00283342,0.065748256,0.007523791,0.076315377,0.069503559,0.020819528,0.19379072,0.018627112,0.001546836,0.039218554,0.005402461,0.02715335,0.055096327,0.022303695,0.036560862,pain
81,0.042343115,0.056867148,0.057843735,0.030517261,0.033255891,0.037716149,0.022465892,0.022866562,0.074582046,0.027368722,0.027747021,0.076928697,0.127511849,0.105381612,0.081799913,0.054316196,0.259570106,0.068393888,0.065391757,0.187843244,0.46286031,0.388539542,0.207565626,0.079602394,0.100190736,0.174713781,0.177225674,0.031596419,0.029258804,0.054504965,0.023902205,0.043926402,normal
82,0.012931972,0.013489533,0.013320201,0.038420322,0.026359839,0.020759121,0.026440371,0.035113492,0.009839506,0.006697811,0.006467211,0.069229771,0.081727989,0.029492843,0.08308886,0.07196334,0.01854373,0.018897635,0.014153745,0.080312174,0.177153212,0.078851054,0.119989362,0.079791743,0.087086359,0.100505464,0.101825509,0.04293472,0.028844551,0.074618589,0.023576991,0.050816442,normal
83,0.050118975,0.055930759,0.056844102,0.039048454,0.032621229,0.049162335,0.030041471,0.037736342,0.02271782,0.020845287,0.020690404,0.069589829,0.097458988,0.034914694,0.092897794,0.083368275,0.03757476,0.040917173,0.031887668,0.059944029,0.205631196,0.100198399,0.121955682,0.071768736,0.194909921,0.220239878,0.225087408,0.04013042,0.032427992,0.14628729,0.02533523,0.058485327,normal
84,0.027984114,0.029704568,0.029537464,0.044892747,0.029352121,0.033906014,0.03325325,0.044583856,0.01738969,0.011689042,0.01125326,0.071363032,0.078618004,0.030597652,0.073679062,0.091710095,0.050536878,0.053267998,0.040709113,0.065109788,0.159002143,0.12778501,0.096534954,0.077996093,0.137491854,0.154988985,0.155675215,0.037748051,0.026166905,0.105692444,0.024091474,0.058818432,normal
85,0.021759121,0.013435426,0.014450494,0.044842817,0.02736623,0.024149061,0.027447192,0.036060829,0.038790831,0.008188091,0.008503343,0.087188494,0.096122826,0.05786006,0.0991837,0.09893667,0.198950161,0.3278326,0.309120436,0.101001449,0.202109054,0.234380594,0.148953851,0.12611323,0.058730208,0.074199396,0.088008644,0.037069598,0.0226935,0.028329906,0.020664656,0.048473053,normal
86,0.034257263,0.002537038,0.010397114,0.039796789,0.026817219,0.022675051,0.036293793,0.035085802,0.126751905,0.006963489,0.044195854,0.115959251,0.115519373,0.049793652,0.148319637,0.14482684,0.50990969,0.80967971,0.735934269,0.351312722,0.314605097,0.249527794,0.563317338,0.536397272,0.02731151,0.00429064,0.010177677,0.028641348,0.024504832,0.024158974,0.02793838,0.030349778,normal
87,0.011085554,0.010978083,0.010978699,0.011113886,0.011113319,0.011104941,0.011115337,0.011125314,0.012370162,0.012101515,0.012107544,0.012361523,0.012355953,0.012361458,0.012365256,0.012333669,0.006598215,0.016552174,0.015797132,0.006521376,0.006540685,0.006577872,0.006528233,0.006551656,0.03025334,0.030206621,0.03027927,0.030247339,0.030241978,0.030267717,0.030281522,0.03008721,normal
88,5.44E-06,7.20E-06,1.13E-05,5.54E-06,6.45E-06,5.76E-06,6.47E-06,5.14E-05,1.84E-05,2.77E-05,3.91E-05,1.96E-05,2.34E-05,2.01E-05,2.12E-05,0.000186861,3.79E-05,6.17E-05,8.28E-05,4.33E-05,4.83E-05,4.28E-05,4.55E-05,0.00040927,1.75E-05,1.91E-05,2.15E-05,1.77E-05,1.89E-05,1.77E-05,1.85E-05,4.95E-05,normal
89,5.36E-06,7.41E-06,1.07E-05,5.40E-06,6.11E-06,5.34E-06,5.94E-06,4.91E-05,2.00E-05,2.89E-05,4.06E-05,1.91E-05,2.31E-05,2.05E-05,2.17E-05,0.000181338,3.93E-05,6.29E-05,8.36E-05,4.25E-05,4.84E-05,4.25E-05,4.48E-05,0.000410211,1.78E-05,2.03E-05,2.25E-05,1.84E-05,1.88E-05,1.74E-05,1.84E-05,5.08E-05,normal
90,4.96E-06,7.51E-06,1.12E-05,5.73E-06,5.79E-06,5.93E-06,5.68E-06,4.82E-05,1.86E-05,2.81E-05,3.89E-05,2.16E-05,2.33E-05,2.05E-05,2.19E-05,0.000187385,3.86E-05,6.22E-05,8.35E-05,4.30E-05,4.93E-05,4.26E-05,4.54E-05,0.000399543,1.74E-05,1.94E-05,2.08E-05,1.77E-05,1.87E-05,1.80E-05,1.80E-05,5.21E-05,normal
91,0.000691972,0.003944761,0.004412112,0.078248264,0.050767929,0.029785094,0.042729965,0.017601881,0.001448245,0.002887439,0.004015428,0.106179394,0.109810368,0.045346207,0.086478779,0.039922677,0.006411129,0.149228053,0.111110956,0.081752454,0.166386443,0.118628369,0.101315145,0.043480652,0.001624365,0.01478664,0.018960806,0.059501568,0.047361748,0.038266871,0.042757484,0.03058888,normal
92,0.005561895,0.012246789,0.012209054,0.051693722,0.024199865,0.028092626,0.034543341,0.016464377,0.007965292,0.014336204,0.014952256,0.080856326,0.057900369,0.049854404,0.081190909,0.035516504,0.020088659,0.183223724,0.132610695,0.079941772,0.104725523,0.115241745,0.132138548,0.042539157,0.017305713,0.036840365,0.038684032,0.051375266,0.026310165,0.041903177,0.041458231,0.030768317,normal
93,0.027383031,0.006205801,0.007236905,0.066282414,0.034667853,0.029731832,0.040725595,0.026947263,0.05449574,0.004913841,0.005101527,0.102204001,0.112912609,0.05372185,0.111204844,0.056333501,0.124356188,0.081063298,0.06570236,0.117350695,0.264480953,0.094216645,0.184232614,0.071963985,0.04514725,0.01841941,0.018726765,0.052933313,0.040670607,0.036346788,0.039498714,0.043551453,normal
94,0.01640556,0.06382065,0.06358902,0.020126402,0.029166639,0.036613358,0.025243814,0.013719907,0.013358047,0.051518972,0.056257247,0.02983321,0.076064004,0.047639825,0.091954897,0.027093187,0.037279544,0.115998688,0.120392603,0.067745836,0.198953891,0.111731504,0.15427712,0.043446773,0.090018013,0.120066537,0.12270569,0.079849167,0.04642739,0.081250082,0.035338075,0.032137966,normal
95,0.00959176,0.054752016,0.057716995,0.031389587,0.02895005,0.022567055,0.035204972,0.019212501,0.012518404,0.037176857,0.037991062,0.066292435,0.098619336,0.044470954,0.12437504,0.044458816,0.044585245,0.183845258,0.176861594,0.109718385,0.277982044,0.122783253,0.235397505,0.074082407,0.048500147,0.129758558,0.13690228,0.042828141,0.035442297,0.080166246,0.042843193,0.046509398,normal
96,0.015780527,0.053484523,0.059199556,0.052380249,0.037815076,0.037677729,0.037635149,0.030048878,0.028799059,0.0621948,0.065180334,0.091829975,0.119141238,0.073992435,0.118808676,0.064132873,0.073221345,0.540830471,0.500227712,0.118573597,0.297634464,0.174001889,0.185644979,0.086055301,0.032532899,0.111262697,0.123384206,0.053066787,0.040667003,0.054297104,0.042890865,0.061393769,normal
97,0.012342351,0.02580964,0.027108043,0.053926697,0.032798765,0.036427464,0.035464611,0.02820857,0.023954058,0.032515594,0.031814351,0.077586787,0.106790619,0.063391392,0.118109223,0.05543161,0.061723024,0.266183272,0.235420426,0.122195182,0.304587911,0.171999018,0.227197866,0.08946744,0.03111754,0.119390336,0.126019913,0.052782631,0.0375141,0.061604371,0.043086279,0.056846652,normal
98,0.0199073,0.004698472,0.005218806,0.060938009,0.042177898,0.04555082,0.052815425,0.042152395,0.047944704,0.018890333,0.020796814,0.108712152,0.151835735,0.081917857,0.136715186,0.085225978,0.118645078,0.871875718,0.866702832,0.118950758,0.347657303,0.18842335,0.194077261,0.086113718,0.026882055,0.006441254,0.007461989,0.067057408,0.037251787,0.05609908,0.046643948,0.073024561,normal
99,0.01314406,0.007099238,0.007224643,0.061484063,0.03453201,0.031740602,0.042157451,0.033725063,0.023923726,0.007280448,0.007165162,0.091909031,0.110366602,0.05069344,0.116180627,0.063375148,0.05671297,0.065069569,0.055220074,0.106514851,0.227912041,0.119129152,0.161389944,0.079602165,0.055876098,0.091569905,0.094866505,0.053526916,0.037192275,0.05738921,0.043282062,0.046539539,normal
100,0.013610604,0.017756649,0.017501907,0.038888143,0.034467758,0.027275003,0.034325859,0.021497755,0.024995764,0.013646468,0.013082347,0.071712012,0.116296305,0.052537418,0.097277945,0.045374594,0.063395947,0.105930905,0.089082294,0.091127899,0.235382992,0.128723098,0.145191172,0.062747423,0.039684277,0.079809443,0.079472753,0.045940593,0.042335745,0.048591178,0.041044463,0.041747584,normal
101,0.013386542,0.010208334,0.012731808,0.035428076,0.025453758,0.033324813,0.040890723,0.025983643,0.024606626,0.019332081,0.020712138,0.103717876,0.09973026,0.111840954,0.159033757,0.076736133,0.020929873,0.0148138,0.016637509,0.155426757,0.176035303,0.179892172,0.275006815,0.142704588,0.052655172,0.03946446,0.057805207,0.032973699,0.029403927,0.038497411,0.034238588,0.025914285,normal
102,0.020277612,0.011711017,0.026862787,0.022603661,0.017447248,0.013784083,0.018438735,0.013513282,0.013275388,0.007790497,0.010990878,0.050161654,0.043030951,0.031179164,0.045012482,0.027684956,0.015591188,0.016378932,0.030006746,0.053251132,0.083142753,0.045929752,0.065473574,0.030322557,0.036525595,0.025872515,0.05316969,0.046573503,0.03909745,0.045368427,0.04167502,0.057695558,normal
103,0.047477473,0.03761097,0.026951464,0.056617506,0.016060596,0.022912979,0.035459742,0.017209874,0.038897692,0.025477781,0.017526657,0.074456241,0.030578511,0.029711518,0.087127673,0.033214899,0.039211887,0.019774148,0.016598604,0.06869395,0.067027274,0.023347851,0.123928464,0.029469187,0.137752438,0.125819293,0.106273806,0.034896977,0.018174143,0.046625137,0.056083649,0.023105372,normal
104,0.004327183,0.00864962,0.005877219,0.023736392,0.022998786,0.031749817,0.033971685,0.02772366,0.01307265,0.011403681,0.006182032,0.085755483,0.073049125,0.060610152,0.083419939,0.070946446,0.022255207,0.033192561,0.019215817,0.174327616,0.273167198,0.104941589,0.281705438,0.108159336,0.020719634,0.043904512,0.03182082,0.027227537,0.021570641,0.071550446,0.045377682,0.059186605,normal
105,0.016711747,0.015390408,0.018713555,0.024716767,0.017639911,0.007686781,0.015529303,0.00776727,0.022331546,0.011609746,0.013006059,0.074706765,0.069043485,0.038801377,0.087250331,0.007266346,0.036916097,0.027796854,0.021245552,0.126407152,0.201230597,0.075888473,0.18937509,0.009421857,0.043561793,0.033538851,0.071241004,0.024622651,0.021570929,0.013877842,0.016325973,0.02323826,normal
106,0.082968693,0.124320847,0.116025626,0.036188608,0.020827645,0.023240691,0.027806826,0.010183465,0.109223018,0.116884597,0.103256935,0.05865893,0.049277035,0.046784024,0.053497298,0.018543909,0.095824086,0.092450427,0.079859445,0.043828503,0.068648362,0.040536129,0.061115752,0.020920509,0.167809156,0.199227023,0.193927547,0.049493917,0.050193102,0.050026261,0.060950271,0.037074084,normal
107,0.011707504,0.012210479,0.011635121,0.031222148,0.022132791,0.014268656,0.01809866,0.008706868,0.008878587,0.007966673,0.008682194,0.055383729,0.034818814,0.029367594,0.039313518,0.025095071,0.003266885,0.002196808,0.002300622,0.057518583,0.045806743,0.029614882,0.050281732,0.034157102,0.041053984,0.040464385,0.035233108,0.034009513,0.046945319,0.02755137,0.030977691,0.028673211,normal
108,0.006451786,0.064416184,0.04554702,0.034991332,0.03849196,0.02155447,0.025200581,0.018559377,0.002589388,0.048906495,0.074751965,0.059951323,0.058156666,0.026008182,0.057761619,0.037919413,0.000530445,0.020162803,0.037415419,0.054574745,0.082056872,0.023029231,0.049985365,0.03656191,0.051702337,0.100708749,0.076631828,0.043793195,0.039709782,0.057275685,0.04807632,0.034697948,normal
109,0.02507128,0.022716982,0.018560799,0.027510822,0.015940056,0.022416088,0.015158163,0.023207813,0.026565181,0.022069505,0.017060961,0.05938876,0.023157835,0.04248051,0.025740839,0.058634177,0.009718293,0.004104371,0.003353584,0.062213383,0.027158774,0.052635894,0.024575465,0.087565565,0.082662542,0.07417745,0.069983122,0.02625797,0.036983463,0.040981625,0.030686798,0.048805466,normal
110,0.000766934,0.036545908,0.032218858,0.031520232,0.02013939,0.024465435,0.034764737,0.014820455,0.001050261,0.023298824,0.022309794,0.077340156,0.045524504,0.045159388,0.064843951,0.03457192,0.001630158,0.055544724,0.045592041,0.076908152,0.062379629,0.058037035,0.062430964,0.042495199,0.002494954,0.151547575,0.137643588,0.067311046,0.05427523,0.0402742,0.055073654,0.03892303,normal
111,0.078651884,0.122739622,0.106833055,0.079906066,0.195167672,0.185785528,0.185055715,0.158008015,0.160574597,0.065285308,0.047773008,0.035799097,0.073486471,0.085543571,0.089145401,0.08766105,0.176122875,0.081738274,0.266221939,0.589571984,0.054730853,0.092152189,0.108213713,0.050375257,0.085383406,0.108468173,0.069582926,0.060556649,0.11217972,0.131514812,0.117930767,0.133343686,yoga
112,0.031587111,0.16061291,0.111631566,0.08165816,0.214337131,0.21017785,0.210994479,0.191830722,0.047797941,0.069929869,0.044721575,0.032844489,0.073968701,0.085925779,0.080330777,0.092776985,0.038012248,0.086458771,0.294422671,0.625604507,0.057781799,0.097641585,0.107526865,0.055308097,0.064161415,0.131314013,0.077666743,0.059329563,0.129012248,0.147807718,0.147056944,0.15103146,yoga
113,0.07163084,0.15097611,0.107313171,0.068051803,0.199281554,0.194536209,0.198718012,0.192736817,0.153521034,0.07518423,0.047211756,0.032048821,0.076997645,0.087454569,0.086586684,0.094537906,0.168767859,0.110050954,0.350105974,0.660052442,0.077183288,0.113987633,0.114472327,0.064885028,0.087493676,0.118782032,0.072548382,0.050400327,0.124987924,0.132322579,0.127836507,0.135957999,yoga
114,0.046658678,0.177900766,0.175850697,0.170403374,0.232775596,0.2246021,0.238061704,0.175364992,0.096235911,0.081308236,0.070805111,0.072130082,0.088637763,0.09761463,0.092186756,0.090322641,0.100984449,0.061068814,0.132374668,0.273454363,0.053970441,0.052336927,0.05616664,0.045344936,0.05728279,0.11548046,0.107522794,0.104642613,0.130749795,0.142964437,0.131590397,0.129985331,yoga
115,0.045958506,0.112352756,0.093424663,0.058803891,0.182959874,0.191100189,0.201085796,0.159658416,0.097661248,0.071559328,0.043654712,0.028657352,0.073845896,0.080094301,0.073828214,0.088760427,0.107769956,0.144421827,0.379365498,0.69735887,0.134301644,0.17014667,0.151639857,0.136516924,0.053992286,0.096676641,0.059910233,0.044202904,0.106569289,0.116079049,0.111801864,0.114996722,yoga
116,0.091204828,0.070167817,0.045112333,0.067097977,0.143188283,0.16946741,0.152738277,0.136355073,0.179941014,0.047934985,0.022311981,0.034381798,0.062018023,0.084852439,0.080942641,0.075549356,0.205805898,0.084611316,0.133727792,0.647512366,0.065713911,0.143473201,0.118159259,0.086353653,0.106302535,0.054614188,0.035643459,0.051823327,0.099129203,0.125390607,0.125386936,0.10693372,yoga
117,0.072397453,0.132844551,0.095960859,0.047451043,0.184102323,0.18649068,0.195068071,0.182697053,0.15017142,0.091662856,0.049900849,0.023238624,0.076364714,0.08089387,0.073628382,0.084314724,0.171418627,0.16248367,0.450254738,0.763031252,0.061530193,0.15325688,0.144022289,0.055919396,0.089082341,0.12155533,0.066267411,0.038919913,0.136827194,0.12950885,0.123064675,0.136812885,yoga
118,0.020796261,0.131812637,0.120181253,0.063332366,0.208400813,0.177370987,0.178073284,0.167539733,0.057553154,0.088885296,0.065403429,0.031370938,0.091911687,0.083374991,0.081028661,0.076854731,0.072093403,0.118011934,0.36878632,0.669027593,0.047866406,0.111010499,0.10832413,0.040066099,0.023074422,0.118389153,0.089676476,0.052080236,0.149189199,0.14287229,0.139869416,0.154644924,yoga
119,0.060180222,0.149509473,0.136859752,0.082021675,0.209471961,0.212708479,0.22971217,0.178020307,0.115059777,0.083962849,0.061481029,0.034618676,0.072197317,0.08442305,0.074948909,0.079701238,0.129600688,0.101446634,0.282077492,0.630736331,0.03308352,0.098644407,0.081274585,0.037497908,0.06849651,0.11066964,0.105470409,0.057671351,0.164180362,0.146470816,0.157817302,0.135462536,yoga
120,0.104039594,0.134642537,0.126728002,0.071174575,0.226955794,0.190837293,0.215234579,0.159087899,0.205278869,0.090849331,0.065234529,0.033742748,0.085095321,0.083253503,0.080988675,0.079159441,0.226717244,0.119082229,0.323728782,0.642971565,0.04005598,0.103998261,0.096712104,0.038660676,0.117024545,0.105662869,0.085654374,0.048805414,0.138504719,0.13099064,0.130749455,0.133726144,yoga
121,0.019297361,0.015073275,0.11810262,0.056758176,0.074621293,0.022355182,0.001437228,0.00094133,0.014941225,0.013989445,0.07601675,0.042554334,0.046824624,0.019901617,0.002041617,0.001699633,0.006868494,0.019314072,0.060729555,0.030111976,0.015759831,0.008597293,0.001397375,0.002212377,0.01982366,0.021075856,0.059056029,0.051692557,0.016877372,0.009311378,0.001286228,0.001023055,yoga
122,0.010022301,0.006306768,0.040731762,0.017624863,0.033490014,0.011577039,0.00252771,0.001607783,0.011894639,0.008052898,0.040642903,0.017791517,0.048363641,0.017734606,0.004237202,0.003217044,0.009843403,0.010573152,0.037223342,0.015676235,0.025166884,0.012197994,0.002656926,0.004177461,0.014196871,0.008607644,0.036829252,0.016998099,0.022464303,0.00912369,0.002632122,0.002032663,yoga
123,0.009489565,0.004503011,0.052519913,0.015673832,0.059240242,0.023151838,0.004166715,0.001128913,0.011837895,0.006812668,0.051178961,0.018918889,0.08464348,0.034300535,0.006770718,0.002394027,0.01097448,0.009595241,0.049581479,0.019948572,0.048602238,0.02705776,0.004473679,0.003794469,0.010581816,0.005372999,0.041899289,0.013909094,0.037674398,0.013366031,0.004413223,0.001148149,yoga
124,0.00673469,0.003779331,0.018289929,0.011011656,0.044150609,0.020769391,0.004495355,0.001021929,0.008306341,0.005293387,0.017271921,0.010878732,0.057292995,0.028281313,0.006577611,0.001675603,0.006287738,0.006617574,0.01784366,0.010558279,0.030806042,0.019351697,0.004214316,0.002048571,0.008555016,0.005426585,0.016359071,0.011401646,0.028809694,0.01331205,0.004000846,0.001115444,yoga
125,0.003802798,0.001912099,0.012555681,0.006510081,0.029194412,0.006107981,0.001918223,0.000396266,0.004935681,0.002604338,0.012814102,0.007561417,0.0456597,0.009931059,0.003071768,0.000748621,0.002411553,0.002975092,0.01200527,0.006525798,0.024100604,0.005676656,0.00140127,0.000745674,0.006312232,0.003255636,0.015398585,0.008676511,0.021699072,0.005298702,0.002012777,0.000489091,yoga
126,0.005115587,0.004019116,0.033946079,0.018108875,0.066561287,0.045861754,0.002208322,0.000792981,0.005728727,0.005283921,0.028515158,0.016413062,0.088081647,0.052237121,0.003339657,0.001393178,0.003882635,0.005553642,0.022332966,0.014324718,0.046062889,0.031180182,0.002258091,0.002135142,0.00512237,0.004216181,0.020997967,0.010652668,0.027272647,0.016111616,0.001903243,0.000540856,yoga
127,0.013393984,0.011001676,0.089605164,0.07435006,0.118612014,0.077067985,0.002356823,0.001200974,0.01389749,0.014465096,0.0739944,0.068515382,0.135883896,0.082161933,0.003711623,0.002912962,0.012205051,0.01835294,0.067047695,0.073504443,0.080604254,0.06426339,0.003320938,0.00781087,0.009519714,0.007195141,0.038932701,0.029367847,0.031041002,0.018849108,0.001603103,0.000630436,yoga
128,0.018157311,0.015250218,0.07416962,0.071689705,0.088480977,0.060549769,0.002726115,0.001658727,0.01962562,0.019057773,0.061484048,0.063004936,0.119458653,0.0683089,0.004320171,0.003109428,0.013193562,0.02341433,0.051120403,0.057042526,0.061651994,0.04161484,0.002673858,0.00514539,0.014503281,0.012266722,0.036836297,0.034422597,0.027751505,0.017486586,0.002014199,0.000922854,yoga
129,0.020873801,0.012126717,0.050036442,0.027256551,0.071472282,0.030155613,0.004765917,0.001692482,0.024750843,0.015626608,0.044449677,0.024814579,0.097149077,0.037295651,0.008305666,0.005448469,0.027473904,0.029227779,0.05430531,0.035215396,0.062592252,0.036487525,0.008186604,0.017443051,0.017876514,0.011848467,0.028461254,0.016417813,0.025181131,0.00951204,0.003791818,0.000978762,yoga
130,0.017085865,0.013598383,0.036114959,0.03706578,0.057185643,0.031902302,0.002119223,0.001334213,0.017913544,0.010009342,0.032661205,0.035093527,0.084750131,0.042367648,0.004227178,0.004805849,0.015373823,0.00670575,0.02859556,0.033891986,0.052923928,0.05070951,0.009973292,0.024758037,0.015871196,0.010615413,0.024289499,0.033345607,0.023840842,0.013053863,0.001952693,0.000876347,yoga
131,0.01544582,0.01713545,0.021547541,0.016721694,0.063352934,0.040168001,0.023492503,0.010932702,0.038560313,0.032658699,0.046821061,0.027616595,0.140743308,0.12584561,0.107955105,0.103518813,0.094562073,0.326435778,0.263686416,0.125366156,0.234144675,0.28424832,0.381120143,0.51249771,0.047202077,0.032250302,0.03285693,0.028826976,0.029191516,0.029927899,0.025478616,0.009457691,pain
132,0.017149956,0.011711556,0.01553933,0.014667217,0.050342687,0.032188268,0.021930494,0.006946313,0.046084015,0.024389471,0.042526976,0.041453124,0.149150684,0.127571398,0.099861042,0.109588335,0.103293456,0.400505787,0.256246138,0.190045554,0.239710045,0.360248785,0.404586223,0.626575056,0.052036963,0.047374992,0.035295307,0.034556966,0.022475361,0.022597703,0.012809125,0.007011209,pain
